"video_id","view_count","like_count","dislike_count","favorite_count","comment_count","published_date","category_id"
"ENu07gj8Ta8",6040,NULL,NULL,0,4,"2008-05-06T11:02:01.000Z",27
"nk0h63tAD9U",2037,6,1,0,0,"2009-01-07T01:33:08.000Z",22
"ajtTlVrFVUI",35476,51,1,0,4,"2007-11-24T13:07:01.000Z",1
"AXthucNAIW0",38824,79,2,0,8,"2013-09-27T20:55:31.000Z",24
"UCBqwoKfohk",23108,24,2,0,2,"2010-05-02T09:16:06.000Z",10
"7lzmrqWGTEU",2376,0,1,0,0,"2011-01-15T18:28:40.000Z",24
"7uZSJvz7oME",44744,33,10,0,1,"2015-01-22T11:36:43.000Z",29
"tlARC842_TI",36732,85,7,0,23,"2007-11-10T05:27:48.000Z",10
"NQKcKfI8KrQ",8687,NULL,NULL,0,NULL,"2009-04-20T01:09:30.000Z",2
"FVIJXZw2EkI",11675,10,0,0,1,"2011-09-17T15:42:34.000Z",24
"34NMa7XhBok",1399,1,3,0,0,"2012-04-05T20:52:04.000Z",2
"rF2SDiOMiVM",1825,2,0,0,3,"2011-05-18T23:33:52.000Z",27
"B1jvSpHbsLA",6039,8,1,0,2,"2009-12-25T15:21:03.000Z",24
"O21WP-HGqvw",3351,10,0,0,1,"2011-12-25T14:08:33.000Z",17
"JD15mb0AeFY",4145,7,0,0,2,"2014-03-01T22:00:51.000Z",22
"wN-QN1zYjrc",2085,4,1,0,1,"2008-02-05T23:27:21.000Z",2
"dC1QnnBj1v8",1403,2,0,0,4,"2009-12-13T10:55:33.000Z",27
"l7fBaZqxHwQ",11879,21,0,0,12,"2009-10-15T19:29:47.000Z",1
"CN8fKvlymEk",60154,51,3,0,49,"2009-08-14T20:06:53.000Z",24
"hkiQq48igq4",2283,1,0,0,0,"2010-11-12T02:11:30.000Z",24
"lTX4r63CpRo",1695,2,0,0,1,"2011-12-14T03:13:09.000Z",24
"QWki_7IRH0U",5459,21,1,0,0,"2012-09-01T23:49:08.000Z",17
"Pnjq0ilrcuY",10653,8,1,0,4,"2010-09-29T18:39:24.000Z",24
"CLIPmb3zjYc",3789,31,1,0,5,"2011-06-11T06:20:41.000Z",24
"TonkAuofr7o",2248,6,1,0,0,"2010-06-03T21:39:49.000Z",1
"L6ax3_OQeiw",18776,26,4,0,10,"2009-09-03T01:13:00.000Z",24
"195RpHsaiks",44654,267,5,0,27,"2014-05-04T04:11:52.000Z",20
"zDcVJz4SYyU",10830,11,2,0,13,"2011-07-09T15:45:46.000Z",24
"5YTFdayO5Sc",9195,80,0,0,1,"2013-03-28T23:06:19.000Z",24
"VE5Xzt6cub0",11752,30,3,0,0,"2010-10-19T00:44:56.000Z",24
"aknEdytH3Bw",2562,8,0,0,3,"2009-09-26T03:20:24.000Z",24
"cSME8iT2rUk",5533,29,32,0,10,"2012-01-30T19:45:31.000Z",23
"b2d4FH38uXM",53603,84,6,0,29,"2012-02-06T09:47:47.000Z",2
"yLrfXbr69jw",25360,60,2,0,5,"2011-01-17T15:16:31.000Z",19
"1a7OKzFfl7Y",6483,5,2,0,1,"2013-07-03T00:41:23.000Z",27
"_IKfgWkB75E",133229,165,115,0,3,"2013-08-29T08:02:26.000Z",24
"bnBqG0b6-Hg",42000,51,15,0,2,"2013-06-18T16:02:02.000Z",10
"WOPpO1uavb0",4095,11,1,0,4,"2014-07-05T20:54:35.000Z",24
"ZRezW_Fk8lQ",6865,34,1,0,2,"2013-05-13T01:52:16.000Z",24
"UDK9VYGN4Sw",13065,36,2,0,8,"2012-06-06T02:27:57.000Z",24
"19ERhWly4DY",2078,3,1,0,1,"2010-03-14T13:38:15.000Z",1
"1pZxUaHrGR0",4992,20,0,0,15,"2013-01-07T14:23:52.000Z",22
"9IEosHqrNHQ",474932,860,49,0,161,"2010-01-30T13:04:15.000Z",20
"kjipSFLYZWA",7825,10,0,0,2,"2009-09-12T18:56:35.000Z",24
"53J7tuF8jCI",7765,21,1,0,22,"2008-09-01T19:04:39.000Z",24
"YL-WBAoNlzQ",3308,2,0,0,0,"2009-07-20T02:55:51.000Z",24
"6jg4VTW3y9Y",30308,82,3,0,2,"2009-11-14T17:32:02.000Z",1
"mC1_fnk9_Mg",9633,46,4,0,9,"2008-10-27T20:11:00.000Z",24
"mfxDSA-NQY8",11779,22,1,0,13,"2013-07-13T02:21:12.000Z",24
"nUS8K82k3l8",11524,6,4,0,0,"2011-10-12T13:50:36.000Z",24
"UeSmCLmjph0",193754,2013,40,0,47,"2012-02-27T06:23:38.000Z",24
"_c8br95BoZ8",1672,4,1,0,0,"2011-07-09T18:12:25.000Z",22
"nkTeYbOXQN0",6539,6,1,0,0,"2007-02-09T13:58:49.000Z",23
"6cG1YxsrCPY",22636,31,5,0,0,"2013-03-08T13:54:46.000Z",24
"3YpMp5IimFw",2189,5,1,0,2,"2007-02-02T04:34:25.000Z",24
"gKdvkoXlXx4",7222,67,3,0,7,"2013-11-19T02:44:08.000Z",20
"JORAeNh0FNk",76698,189,10,0,21,"2011-12-30T19:01:29.000Z",24
"WaywX93bO4Q",47532,132,6,0,26,"2013-11-28T04:04:25.000Z",22
"xmz9eJiBUok",169293,603,15,0,36,"2015-06-26T22:14:41.000Z",22
"8_l4pWQnK_8",16970,11,3,0,1,"2015-02-19T01:02:16.000Z",23
"19y6Oj5Oo_A",11302,6,1,0,2,"2006-06-01T08:18:35.000Z",2
"dUhR7F4H5ro",25671,147,2,0,0,"2011-03-16T22:20:49.000Z",24
"XGCSoX-Mb4Q",3099,10,2,0,0,"2014-03-19T07:53:08.000Z",1
"k553PV2H26s",1330,1,0,0,0,"2009-07-23T21:17:05.000Z",24
"hXYS52-TW7k",213755,235,47,0,13,"2012-08-29T03:42:07.000Z",24
"-NUF8AT3tCs",36133,94,6,0,1,"2013-07-01T11:18:40.000Z",1
"t5fZS-w50ZQ",37013,35,3,0,12,"2008-08-21T03:39:49.000Z",1
"Eg9ZYANBzIE",10348,52,3,0,10,"2008-12-20T07:16:42.000Z",24
"qQsFwugvSPk",2231,6,1,0,2,"2009-03-17T13:31:19.000Z",2
"a0NiJxNfYJM",32991,187,3,0,7,"2014-04-06T17:11:08.000Z",27
"8t9CqZ5dFHc",10447,11,0,0,1,"2008-06-16T10:02:09.000Z",24
"jR51pkAiNhE",7618,33,0,0,9,"2012-06-24T21:58:38.000Z",24
"iUjS3MGy4ec",5554,20,2,0,3,"2014-05-05T13:30:19.000Z",24
"_TLMh4Z42uE",3962,2,0,0,0,"2012-05-05T14:52:17.000Z",24
"O6bjJXJogCI",1436,1,0,0,0,"2011-11-11T10:19:26.000Z",1
"5VMlNnGEysg",20701,119,4,0,24,"2012-03-16T13:20:03.000Z",1
"giSQzwkXH64",223787,159,34,0,9,"2015-01-21T02:44:35.000Z",22
"reWO88dXCW8",7548,56,0,0,5,"2011-08-19T21:42:36.000Z",1
"l2FAyKk1te0",7330,48,0,0,7,"2011-10-15T01:21:30.000Z",20
"OJbUJM2R46E",3176,1,0,0,0,"2011-09-11T17:23:45.000Z",24
"FRkdpucdasU",4906,11,2,0,0,"2012-09-23T21:57:29.000Z",27
"pOr7uaxQaHQ",8919,28,0,0,7,"2010-02-05T19:30:25.000Z",28
"7BxU6AIshrc",4278,8,1,0,6,"2013-08-12T07:28:30.000Z",22
"yJCYqNaHbG0",81869,103,11,0,13,"2012-06-13T05:46:32.000Z",24
"hZ8eFme2hUM",5665,24,0,0,3,"2014-12-25T07:20:36.000Z",1
"B-nmcxllzrE",8892,17,2,0,1,"2012-11-13T12:46:01.000Z",24
"Npg47SWW6uc",5998,25,10,0,9,"2008-03-14T00:59:04.000Z",23
"OuVX8a6nUn8",13591,18,4,0,2,"2012-02-09T02:49:49.000Z",24
"THCPIurMgys",3953,14,0,0,2,"2012-07-10T14:20:43.000Z",19
"DRl_tbNfw3k",50850,153,9,0,66,"2009-09-15T16:32:39.000Z",2
"4fCHEMSjXhI",3548,11,2,0,0,"2012-10-05T17:19:55.000Z",1
"cIC0M2MCUyw",26179,113,6,0,9,"2014-08-07T02:27:50.000Z",28
"KwffqAadJ9o",55445,188,9,0,14,"2010-04-26T08:01:44.000Z",24
"wXGSuBGYom4",14660,47,2,0,0,"2015-01-11T10:39:35.000Z",10
"Au6VK90z5gw",51471,7,1,0,2,"2010-01-03T16:44:16.000Z",22
"kC7906SATEY",1305,1,3,0,0,"2012-04-25T19:52:01.000Z",2
"XYE9xYEr4C8",57893,255,6,0,26,"2012-02-29T11:29:18.000Z",10
"j28gd_x1ons",1956,3,0,0,0,"2014-04-17T19:59:38.000Z",1
"5ptjjSkDqRw",1550,5,0,0,1,"2009-03-29T23:48:02.000Z",24
"E5WSsjTw8x4",1393,0,0,0,0,"2010-07-01T15:30:43.000Z",10
"zULvZRThXAA",211614,192,18,0,25,"2009-07-21T17:17:01.000Z",23
"rVUAa0cwpHs",13784,5,2,0,1,"2012-05-10T20:37:18.000Z",24
"YoTVzOnHCQY",2243,1,1,0,0,"2014-10-29T12:03:17.000Z",25
"AA6FPTwXNQY",8823,21,1,0,1,"2012-03-12T09:44:26.000Z",27
"kCigPZzLZvs",3140,10,2,0,2,"2007-07-01T02:42:12.000Z",23
"jUiOJhZI7RU",3059,12,0,0,3,"2010-02-20T13:48:23.000Z",24
"gQle9lzRiio",9453,14,2,0,0,"2014-11-11T14:26:28.000Z",10
"7vaee6FP_Ok",12652,21,0,0,2,"2011-03-26T21:23:20.000Z",24
"wyuzstuNPBc",2332,9,0,0,3,"2008-12-31T08:40:34.000Z",23
"rRUkizSyOy8",12676,57,3,0,5,"2010-09-26T17:07:05.000Z",23
"aCADlAhpHig",28697,100,1,0,3,"2009-09-28T04:21:44.000Z",24
"--X4997lAn8",1340,11,2,0,6,"2013-07-22T15:00:28.000Z",24
"Y81Zagx6fHk",2246,0,0,0,0,"2013-02-22T14:44:40.000Z",24
"6S5PymC6bA0",9214,15,0,0,11,"2007-07-16T20:36:27.000Z",24
"4Lcja0w5rAE",2268,11,0,0,1,"2010-11-24T13:41:56.000Z",17
"F_Cn2pl4K8U",33589,128,6,0,15,"2010-09-26T14:47:34.000Z",24
"Psj0Ni6SWxA",3847,2,0,0,1,"2012-07-20T12:45:24.000Z",24
"J_REIBn295M",1615,3,0,0,0,"2012-11-26T16:58:07.000Z",1
"kFJrhE3hIC8",5437,12,0,0,4,"2014-04-11T08:20:57.000Z",22
"xObtE_tdOPM",6790,NULL,NULL,0,6,"2008-06-11T12:55:42.000Z",27
"PMrpvqCWA6Q",3933,16,0,0,1,"2009-12-07T18:16:18.000Z",1
"AjEkBSCH0aA",10568,13,3,0,2,"2007-09-13T12:41:37.000Z",25
"UC9mCa6znTI",24782,31,6,0,0,"2008-10-06T10:46:31.000Z",24
"PgA8v0HPfoY",7536,7,4,0,NULL,"2010-12-01T21:25:54.000Z",27
"cKLBbIJzYJI",7525,16,1,0,7,"2013-08-11T00:15:30.000Z",24
"Or7r-rctDGQ",6269,5,0,0,0,"2010-06-15T01:59:51.000Z",27
"yCksoZBahWU",11078,5,1,0,3,"2012-06-15T15:00:14.000Z",24
"zw6YRvh-oW4",1771,8,4,0,7,"2008-07-02T00:02:29.000Z",23
"i9ELjUD15F0",2781,2,1,0,1,"2009-06-06T08:13:49.000Z",24
"WDnUKNnlilI",5049,12,0,0,1,"2008-06-27T01:12:21.000Z",24
"9R3HobisvAU",9158,19,3,0,1,"2012-04-17T02:31:36.000Z",24
"O5OMgumOvv8",178944,235,24,0,21,"2012-05-31T15:19:47.000Z",27
"tODonPh4wYg",29022,36,8,0,8,"2014-12-22T23:14:35.000Z",22
"6ERrrs6RxWc",2310,8,0,0,3,"2011-11-21T23:30:10.000Z",24
"_03YB7gO24k",27088,57,1,0,23,"2008-05-28T02:49:09.000Z",2
"g9JfpTxcv3A",3761,14,3,0,3,"2013-10-14T14:47:57.000Z",1
"4v10N-NYx2U",3485,0,2,0,0,"2010-07-06T04:22:08.000Z",24
"_pdG8tsecaM",1750,0,0,0,0,"2009-03-13T03:29:57.000Z",24
"AL9HVzVb5RI",8372385,31537,1066,0,7085,"2014-02-21T01:07:45.000Z",24
"GxPBa5rCkGs",1682803,4071,173,0,646,"2010-01-17T11:01:12.000Z",24
"4GEy2Nzic_g",55598,174,9,0,84,"2010-03-04T02:40:31.000Z",24
"n3PMn_m8hI8",19984,21,3,0,13,"2006-07-01T15:08:59.000Z",24
"mdOGNzgt8HY",154198,391,22,0,14,"2011-06-25T07:19:02.000Z",24
"A7rd4YYYwe4",5173,18,1,0,4,"2010-12-22T12:51:03.000Z",24
"awr7ZHi6VAY",28217,26,4,0,6,"2007-12-10T19:05:28.000Z",24
"gsiOneR1NTY",8236,34,0,0,0,"2015-08-27T09:52:09.000Z",22
"3mDSKi6tj2w",5625,8,2,0,0,"2012-08-13T13:18:10.000Z",24
"EYOUEHnf11U",9703,5,0,0,3,"2010-07-21T10:01:50.000Z",27
"0B9flWprjbU",6043,17,7,0,6,"2011-11-07T02:22:42.000Z",24
"6j-01WJx8L0",5897,23,1,0,10,"2014-10-24T21:19:09.000Z",24
"djiKTIX2xGw",7359,43,0,0,19,"2013-03-13T22:11:55.000Z",24
"vu3yB-likNE",2706,9,0,0,2,"2009-01-04T17:34:10.000Z",20
"tjTphQUIjpY",18319,7,14,0,3,"2007-08-06T04:41:03.000Z",24
"L9JWDSh2Yqg",2645,4,1,0,3,"2011-02-08T16:48:38.000Z",25
"ssRwOrTY2TI",12851,67,3,0,14,"2011-10-08T01:41:04.000Z",17
"AIq8qxu1X6w",2803,2,0,0,0,"2010-09-05T09:40:43.000Z",27
"VY1n2CKe3CU",28974,50,4,0,3,"2015-01-12T00:53:19.000Z",20
"cHDQC0rOLkU",196162,818,30,0,38,"2011-09-18T15:58:29.000Z",22
"z5nLGUAy87c",69501,88,2,0,41,"2008-10-13T20:03:15.000Z",1
"Qod5ytp8WkA",6551,7,0,0,1,"2013-07-04T23:31:43.000Z",24
"6RAWOsuj56Y",3457,2,0,0,0,"2012-01-30T16:57:26.000Z",22
"hUo86FuTxoo",7950,25,0,0,5,"2012-07-05T14:28:47.000Z",24
"iwRNT-8KbEc",1168,1,0,0,0,"2012-01-24T04:03:16.000Z",24
"8PpjzN-7WUk",6897,5,1,0,3,"2010-04-28T21:40:53.000Z",24
"fdMEdpvBnIk",3163,14,0,0,0,"2009-09-06T08:54:02.000Z",24
"AEu6IFDqmjY",81477,185,8,0,40,"2008-10-26T17:35:17.000Z",29
"HJGo3C6AUx8",7258,14,2,0,2,"2012-07-14T03:00:53.000Z",24
"HQTQFm3xffc",1878,0,0,0,0,"2010-12-20T16:59:10.000Z",24
"Cp1QqfVxFmw",1354759,1450,97,0,66,"2009-04-27T21:02:12.000Z",23
"Meg7ojUwZwo",15819,288,2,0,26,"2011-08-01T20:20:51.000Z",22
"sOIYP4k8M5A",139099,28,9,0,5,"2007-08-11T23:57:00.000Z",24
"F4s4m6qJCzQ",1724,7,0,0,0,"2012-10-29T06:58:04.000Z",24
"jO9N2iUPPvk",12182,22,2,0,6,"2012-05-19T14:45:27.000Z",2
"RzEHTpR3tZM",1828,3,1,0,6,"2015-01-05T00:04:58.000Z",24
"0-aTb20h9_k",27643,26,22,0,13,"2006-12-24T04:06:17.000Z",23
"wQhO9PTX6T4",7914,21,0,0,3,"2008-08-29T14:55:54.000Z",1
"Jo7lmUfYCRE",1886,8,1,0,5,"2007-11-27T08:35:39.000Z",23
"ypXAcojqqME",3702,14,0,0,0,"2010-09-28T15:09:11.000Z",24
"jmOgI1o_kE8",6774,13,2,0,14,"2012-04-20T22:19:25.000Z",24
"Mc4mCJg52wg",71793,364,10,0,5,"2014-02-17T03:32:37.000Z",22
"xcFnq9DhKQI",113485,243,20,0,114,"2009-12-09T21:09:45.000Z",28
"gBzXmDI8I9U",4187,7,0,0,2,"2013-02-14T17:11:42.000Z",1
"hZrcTtMn0fY",3548,17,0,0,0,"2013-04-02T14:34:18.000Z",27
"Q_kCbJekM0E",9875,8,2,0,3,"2013-01-10T17:49:56.000Z",24
"VhKWUAshpPY",30568,198,2,0,15,"2012-01-03T23:39:03.000Z",24
"vwjEq3LyZnU",7035,16,1,0,5,"2013-11-16T02:49:36.000Z",24
"-NyzKM-vGrM",19758,17,5,0,2,"2010-01-14T12:40:59.000Z",23
"y7ZTuUCWTX8",6126,15,0,0,1,"2014-06-19T12:37:55.000Z",22
"XG7In1T9VwU",4829,24,0,0,8,"2011-11-17T12:50:15.000Z",20
"5mqjGtm17yw",3847,16,0,0,3,"2013-01-20T09:29:45.000Z",24
"uydcNQjDjrk",2552,3,0,0,0,"2007-12-29T18:36:50.000Z",1
"Ui4m3WteVTQ",515968,694,31,0,22,"2013-01-11T13:04:29.000Z",23
"F5VynhA3H5Q",4910,10,1,0,1,"2013-09-19T00:42:45.000Z",1
"Jjzm_AXctkc",7456,14,0,0,4,"2008-07-25T06:46:28.000Z",24
"6NSyt2GeUgg",13210,63,0,0,20,"2009-01-05T08:28:09.000Z",27
"BIGFeFuL75Y",2640,10,1,0,0,"2012-04-17T01:46:34.000Z",24
"Qc3EXQqyHqw",34499,51,6,0,2,"2013-01-20T13:47:43.000Z",1
"4rHpJ4hOWy4",87231,391,7,0,5,"2014-01-23T18:16:39.000Z",22
"CdwHBVprXHc",23919,164,7,0,3,"2013-10-30T23:03:39.000Z",28
"Nh-sEeIHPNI",71056,230,17,0,20,"2013-08-17T16:06:26.000Z",23
"_0vADOsGy_o",20876,19,3,0,1,"2007-03-06T20:42:18.000Z",1
"6kmV-_SAMxo",13675,15,2,0,4,"2013-02-20T09:52:16.000Z",26
"Z-7R1IQSl_c",3316,2,2,0,0,"2012-03-05T02:48:30.000Z",24
"f7zNJcmKvcY",11040,NULL,NULL,0,NULL,"2012-08-12T04:30:48.000Z",2
"SF2r0bKpbfo",6462,81,42,0,58,"2012-02-27T02:28:43.000Z",24
"ISUlWs557_8",6486,3,0,0,8,"2009-07-30T04:26:27.000Z",24
"SyzNHWdmVV8",6245,18,0,0,8,"2012-06-02T19:19:12.000Z",27
"xzP9DnU-HeE",9748,35,3,0,3,"2012-08-21T19:24:13.000Z",24
"xgEFppKUSEI",7751,6,1,0,4,"2008-01-16T21:05:57.000Z",24
"XpoN7OWVads",2703,3,1,0,1,"2010-06-07T01:14:13.000Z",24
"QezPSbVHTsk",6208,19,2,0,4,"2011-08-22T19:57:49.000Z",2
"Wvapa1-ZQBI",177556,612,4,0,68,"2007-04-13T18:55:42.000Z",24
"CoxLgq34iSY",9751,6,8,0,4,"2011-10-30T05:59:59.000Z",22
"Sy5vmPCUwPs",9538,30,3,0,4,"2015-05-24T21:46:42.000Z",22
"qZMX6H6YY1M",7005739,72709,925,0,6635,"2011-07-29T08:22:59.000Z",1
"XNWklwY6kPo",7154,2,1,0,0,"2013-03-03T14:48:37.000Z",24
"nGvxTOzHBBc",17824,18,1,0,0,"2011-12-15T13:03:36.000Z",25
"Sm1ua6hAdH0",47498,227,3,0,33,"2013-07-15T10:15:37.000Z",24
"ulA4K4punJg",17898,50,4,0,7,"2011-03-08T17:37:36.000Z",1
"FkQyNFrtDmo",23740,133,4,0,21,"2013-07-11T03:24:33.000Z",24
"FNgnpEHnYVo",7650,24,0,0,0,"2011-10-28T17:03:36.000Z",24
"OBTHVGUoUeg",23320,62,7,0,4,"2014-07-11T02:46:32.000Z",22
"uYFwrK8qCOk",322800,427,29,0,0,"2012-12-05T13:30:47.000Z",1
"aP5jJFCtprM",1774,0,2,0,0,"2012-10-25T11:17:45.000Z",26
"nLA6C9XguwU",23069,174,1,0,28,"2013-02-18T04:14:49.000Z",24
"gnC8kYmin6Q",625529,6349,171,0,349,"2013-08-01T23:26:35.000Z",23
"E6RfO3ceC5I",2867,9,0,0,4,"2010-09-03T01:24:52.000Z",1
"2xZp-GLMMJ0",1931218,2189,402,0,2793,"2008-08-25T21:30:43.000Z",23
"qMFM_S_B-rY",1360,3,0,0,0,"2012-06-28T03:43:44.000Z",24
"NIu0lVaCz4Y",7972,19,2,0,5,"2008-11-12T21:43:21.000Z",27
"T5ReryLKm5g",47743,366,4,0,74,"2013-09-11T23:39:23.000Z",22
"gsDTKCSkHZw",791166,1978,309,0,154,"2015-07-25T18:06:42.000Z",24
"5E_qL-_eyt0",42237,84,5,0,10,"2013-09-10T09:05:32.000Z",24
"ZAM1e6azM6A",6496,6,2,0,1,"2012-04-02T00:49:05.000Z",24
"cf9NPefiunw",2479,NULL,NULL,0,NULL,"2012-12-02T23:21:19.000Z",26
"81dw8rqPf_E",52458,15,2,0,0,"2010-12-28T23:21:29.000Z",24
"6ft5JJBE8W0",1869,4,0,0,0,"2014-08-01T21:25:37.000Z",24
"MxJDobrrOYA",115282,1530,36,0,354,"2014-07-11T22:07:57.000Z",22
"cWWrGt6ObVE",16460,36,3,0,15,"2013-01-09T02:23:21.000Z",24
"ug6DDeMyaTs",7591,6,2,0,2,"2012-10-10T13:13:39.000Z",24
"VLlnhwZLlVw",15287,47,4,0,10,"2012-05-12T01:10:47.000Z",24
"d_Ko2lHCHeE",4692,3,0,0,1,"2010-06-06T03:05:53.000Z",24
"SwqxagJtdjE",19652,9,4,0,2,"2013-10-04T14:46:57.000Z",24
"DRWvywpyb38",248404,828,24,0,320,"2009-10-22T14:05:12.000Z",24
"wjwC9-5Cg-8",13304,19,4,0,2,"2014-05-18T07:23:34.000Z",10
"zaaDp4kSeN4",1150214,1950,168,0,336,"2012-09-24T01:56:48.000Z",24
"1PVFXNvp03M",4919,27,1,0,0,"2007-12-31T12:00:56.000Z",28
"LPEZCJI_LCE",41491,51,3,0,8,"2014-03-16T00:02:33.000Z",1
"UZbym718CxQ",10122,12,2,0,0,"2015-01-15T08:07:38.000Z",24
"d3zYSTi2b7g",17291,25,2,0,5,"2011-07-14T04:47:56.000Z",24
"4wsDpEfK-mM",3869,11,2,0,0,"2014-05-22T14:02:28.000Z",22
"acQ9OktimUA",44824,365,2,0,46,"2010-04-24T18:43:21.000Z",1
"_hi96XG0FN8",285469,709,22,0,46,"2010-08-31T09:55:56.000Z",24
"C52dMykxmwA",2070,2,1,0,1,"2009-04-05T21:30:00.000Z",24
"CpKvlL-RhoU",3191,9,1,0,0,"2014-08-03T22:15:33.000Z",25
"Lg-kLSPtW9k",8515,14,0,0,6,"2011-10-28T21:09:06.000Z",22
"WDClNA_1GfQ",2283,7,0,0,1,"2011-09-19T19:46:30.000Z",24
"MinaGrWjQGA",66265,148,15,0,57,"2009-10-29T20:42:18.000Z",1
"0cyA55UTcRI",8342,22,6,0,5,"2011-08-26T08:18:44.000Z",2
"T2Oj7IZLBrM",6758,38,1,0,7,"2010-09-26T03:30:22.000Z",24
"7m7ktZ3JMv4",9990,14,1,0,2,"2013-05-11T07:05:32.000Z",2
"QdDUlptT_60",73388,156,6,0,21,"2007-10-15T09:30:53.000Z",24
"Vo20OMqOTH4",130633,229,21,0,12,"2009-01-26T19:10:15.000Z",1
"SCXmtuvc_4A",8116,26,5,0,1,"2014-12-19T15:51:11.000Z",22
"_mH9-9A8Y0k",45736,61,12,0,18,"2012-02-05T15:18:49.000Z",24
"_0VfZK23NmM",103916,225,18,0,36,"2008-11-23T12:35:17.000Z",1
"MB6JNmlE4Aw",53108,125,1,0,8,"2011-07-11T08:25:28.000Z",10
"NhE08x-FZ2I",6744,8,0,0,0,"2011-06-19T01:25:35.000Z",24
"ARSaI94WxSE",1791,7,0,0,0,"2012-09-12T16:31:38.000Z",1
"EbhYwRNXyso",4970,15,0,0,2,"2014-04-29T16:25:44.000Z",22
"RNwJz-6uuGk",195586,387,125,0,27,"2014-12-02T13:40:19.000Z",22
"aJjWYuahXYM",1583412,7353,394,0,541,"2012-03-13T17:03:44.000Z",24
"sC1KiT4GvdM",17303,50,5,0,4,"2015-06-09T20:14:43.000Z",22
"7m77fd5FSLg",12500,18,3,0,13,"2010-04-10T02:01:36.000Z",24
"A6FAHoL4QSE",11731,11,1,0,14,"2008-12-10T14:29:37.000Z",17
"_8sh9KNFJN4",1881,13,1,0,4,"2011-12-26T01:20:02.000Z",27
"IeA9eJBFJMU",18454,39,2,0,15,"2010-05-07T16:53:48.000Z",24
"E7BgqjNlrYQ",8657,26,9,0,0,"2011-10-25T15:33:30.000Z",24
"AJOQS1SC5tE",2758,2,3,0,1,"2010-10-07T12:56:41.000Z",24
"HGKjaHhEkV0",1724,2,0,0,1,"2010-09-18T16:02:28.000Z",24
"WnM3xAHPUTc",16663,38,32,0,24,"2010-01-04T23:11:06.000Z",25
"8UU8FGlGu9o",2234,3,0,0,1,"2010-07-11T09:56:24.000Z",23
"-o-w06DKr0A",2041554,472,28,0,19,"2015-07-16T05:19:08.000Z",29
"LOoxIo307nQ",25142,86,2,0,25,"2014-06-06T01:19:39.000Z",17
"VI-_IcnMgIo",41889,197,8,0,29,"2015-02-01T02:46:22.000Z",24
"XRcVa__Fybo",4783,5,1,0,1,"2013-02-17T22:12:16.000Z",27
"oNTzwEyGJjM",2734,2,5,0,0,"2009-10-03T05:51:17.000Z",1
"K7k-MSaJ24k",90698,135,12,0,NULL,"2006-05-07T05:53:53.000Z",23
"C5fUZq5h_5Y",37152,74,3,0,17,"2009-08-08T15:24:18.000Z",10
"d1To0_K2TKc",85697,308,6,0,71,"2011-03-02T09:39:03.000Z",22
"kHDRTHbjw1w",4228,8,0,0,1,"2011-10-07T20:19:29.000Z",20
"B2DsszNWog4",10246,8,0,0,0,"2009-03-18T05:08:24.000Z",2
"ssV4qWGa6Z8",37458,219,2,0,23,"2010-10-22T02:08:18.000Z",24
"pZi6Bm9DfIw",1661,5,1,0,0,"2009-01-09T12:12:48.000Z",17
"sffP3g5Ok6Y",59821,149,9,0,29,"2010-09-14T06:17:03.000Z",23
"yzVQ_0vy8ZI",5888,5,1,0,0,"2009-03-06T20:28:59.000Z",24
"iMk5odqwKec",7609,18,1,0,6,"2009-03-16T06:36:21.000Z",24
"-NYEx5cwl40",19228,16,0,0,0,"2009-03-23T00:16:35.000Z",1
"lcOvLeKX8TM",175001,516,20,0,188,"2008-01-11T21:47:04.000Z",10
"HtLPSTyYe7I",5420,11,0,0,0,"2013-01-12T17:03:32.000Z",24
"aqmWQ4dmwUI",75240,90,17,0,65,"2014-03-14T12:54:02.000Z",1
"PIlzfViDFbQ",3136,1,2,0,1,"2012-04-17T00:27:36.000Z",24
"9vV0XX_3eJM",12547,6,3,0,0,"2010-04-08T19:13:40.000Z",27
"vFoScKX6_GQ",1940,1,0,0,0,"2011-10-06T19:44:09.000Z",24
"bNofsFYssIs",272359,2240,55,0,284,"2012-02-04T11:23:01.000Z",24
"oLDOVgYUgsM",63690,195,5,0,50,"2009-07-18T20:29:10.000Z",24
"U6hxW9purwA",3398,18,1,0,2,"2011-12-18T17:17:04.000Z",1
"pd8Z-N14uuw",7760,25,2,0,5,"2013-02-14T02:33:51.000Z",22
"JW1w-RK4SZ0",274413,1332,71,0,230,"2011-06-26T05:16:01.000Z",26
"xb1OjdbKbfM",1607,4,3,0,0,"2010-12-21T21:00:27.000Z",1
"rHwZ0WfkShQ",8403,7,0,0,1,"2013-02-26T02:19:30.000Z",24
"IMYXInY6Iis",1493,7,0,0,1,"2012-05-31T18:19:46.000Z",24
"1swTn6Ramoo",2446,5,0,0,0,"2009-08-06T23:50:19.000Z",24
"3-5YcwQZBmY",6328,15,2,0,2,"2014-03-28T01:41:54.000Z",22
"ZlbLMCW-fLQ",11377,11,15,0,1,"2009-01-25T10:33:38.000Z",24
"_BtEdnJwOR8",2417,2,0,0,0,"2011-02-26T01:58:24.000Z",19
"hZ_0vclb210",3605,NULL,NULL,0,NULL,"2012-07-21T21:24:41.000Z",2
"HxqGZQHV2wQ",18689,86,0,0,25,"2011-12-18T22:45:50.000Z",24
